Brands,Buyer,Buyer PO,Color,Commercial Inv. No.,Customer Group,Customer Style,Delivery Date,Division,Gender,Invoice No,Item,Order Type,Plant,Season,Ship Date,Style,Currency,Rate,Exchange Rate,USD Rate,Quantity,Net Value,Ship Quantity,INR Value,USD Value,Delivery_Delay_Days,On_Time_Flag,In_Full_Flag,OTIF_Flag,Delayed,Days_Left,Order_Value,Order_Age,PR_Created_Date,PR_Delay_Days,PR_Approved_Date,Plant_Load_%,Not_Shipped_Flag
SLEEP WEAR,TALBOTS IMPORT LLC.,6356233,PRIMROSE PINK MULT,4000016817,TALBOTS,254103011,29-07-2025,WOVEN,WOMEN,RGHR25103572,TOP,BULK,MANESAR-427 (WOVEN),HO25,29-07-2025,TA11100066,USD,15,85.09,85.1,1776,26640,1792,2266797.6,26636.87,0,0,1,0,0,-206,26636.87,37,16-06-2025,8,24-06-2025,69.10891089,1
PERUNA T-53,MARKS AND SPENCER PLC,2031107997,GREEN MIX,4000016588,MARK & SPENCER,7305U REG,27-07-2025,WOVEN,WOMEN,RGHR25103441,SKIRTS,BULK,MANESAR-166 (WOVEN),AU25,27-07-2025,MS11100143,USD,16.55,85.09,85.1,106,1754.3,106,149273.39,1754.09,0,0,1,0,0,-208,1754.09,79,27-06-2025,9,06-07-2025,64.35643564,1
CALVIN KLEIN,PVH CORP.,4300169265,BLACK,Not Generated,PVH CORP,40AC805 SU26,30-03-2026,KNITS,MEN,Not Generated,POLO,BULK,NOIDA - D-49-50 (KNITS),SU26,30-03-2026,PC10100153,USD,5.55,89.55,89.1,4002,22211.1,0,1989004.01,22323.28,0,1,0,0,0,38,22323.28,16,09-03-2026,16,25-03-2026,68.51485149,0
OUTLET,TALBOTS IMPORT LLC.,6485749,CAMELLIA PINK,Not Generated,TALBOTS,262901105W,06-02-2026,WOVEN,WOMEN,Not Generated,TOP,BULK,MANESAR-427 (WOVEN),SU26,06-02-2026,TA11100215,USD,11,87.75,89.1,200,2200,0,193050,2166.67,0,0,0,0,0,-14,2166.67,43,29-12-2025,9,07-01-2026,134.6534653,0
OLDER GIRLS T-74,MARKS AND SPENCER PLC,2012899657,LIGHT BLUE,4000021488,MARK & SPENCER,3023E,28-12-2025,KNITS,GIRLS,RGUP25102305,TOP,BULK,NOIDA - D-53-54 (KNITS),SU26,28-12-2025,MS10100085,USD,6.05,89.54,89.55,1872,11325.6,1872,1014094.22,11324.34,0,0,1,0,0,-54,11324.34,26,15-11-2025,4,19-11-2025,79.40594059,1
SLEEPWEAR T-37,MARKS AND SPENCER PLC,2012936017,BLUE,4000021894,MARK & SPENCER,2591G,04-01-2026,WOVEN,WOMENS,RGKA25100326,WRAP,BULK,BANGALORE - JIGANI (WOVEN),SU26,04-01-2026,MS11100496,USD,9.4,89.54,89.1,3000,28200,3000,2525028,28339.26,0,0,1,0,0,-47,28339.26,16,10-12-2025,23,02-01-2026,84.15841584,1
PERUNA T-53,MARKS AND SPENCER PLC,2031115303,BLACK,4000017521,MARK & SPENCER,4456U,17-08-2025,WOVEN,WOMEN,RGHR25104066,JACKET,BULK,GURUGRAM-227 (WOVEN),WI25,17-08-2025,MS11100230,USD,26.16,86.9,86.9,377,9862.32,382,857035.61,9862.32,0,1,1,1,0,-187,9862.32,6,17-07-2025,9,26-07-2025,70.0990099,1
LANDS END,"LANDS END REEDSBURG, USA",TBC-N,PQA DEEP SEA NAVY/,Not Generated,LANDS END,551183-XR,10-01-2026,WOVEN,WOMENS,Not Generated,DRESS,BULK,GURUGRAM-227 (WOVEN),SS26,10-01-2026,LE11100140,USD,10.37,87.15,89.1,189,1959.93,0,170807.9,1917.04,0,0,0,0,0,-41,1917.04,62,13-12-2025,3,16-12-2025,63.16831683,0
SUPER DRY,DKH RETAIL LIMITED (SUPERDRY),1114090,NAVY/TRACK GOLD,4000018909,SUPER DRY,W6012212A BUY2,13-10-2025,KNITS,WOMEN,RGHR25105275,TOP,BULK,MANESAR-407 (KNITS),SS26,13-10-2025,SU10100206,GBP,10,116.87,88,244,2440,251,285162.8,3240.49,0,0,1,0,0,-130,3240.49,51,04-09-2025,7,11-09-2025,71.88118812,1
OUTLET,CHICOS RETAIL SERVICES INC.,4502229155,RIVER BLUE,4000020999,CHICO'S,202-26C133724,16-12-2025,KNITS,WOMEN,RGUP25102186,TOP,BULK,NOIDA - B-33-34 (KNITS),SP26,16-12-2025,CH10100053,USD,3.05,89.59,89.6,500,1525,523,136624.75,1524.83,0,0,1,0,0,-66,1524.83,83,09-11-2025,3,12-11-2025,88.91089109,1
CROWN & IVY,BELK,2689570,FLIGHT GRAY,4000016404,BELK INTL.,43527SPK000002,18-07-2025,KNITS,BOYS,RGHR25103361,TEE,BULK,GURUGRAM-871 (KNITS),F26,18-07-2025,BI10100147,USD,3.15,85.09,85.1,168,529.2,168,45029.63,529.14,0,0,1,0,0,-217,529.14,50,27-06-2025,8,05-07-2025,90.69306931,1
CALVIN KLEIN,CALVIN KLEIN EUROPE BV,4500638861,CAPERS,4000020053,PVH CORP,4RF814G,26-11-2025,KNITS,MEN,RGUP25102062,TEE,BULK,NOIDA - D-53-54 (KNITS),SP26,26-11-2025,PC10100130,USD,5.35,87.75,87.8,750,4012.5,750,352096.88,4010.22,0,1,1,1,0,-86,4010.22,48,29-10-2025,7,05-11-2025,67.32673267,1
CALVIN KLEIN,PVH CORP.,4300167599,ROSE DAWN ACCENT,Not Generated,PVH CORP,47F143G C/O,16-02-2026,WOVEN,WOMEN,Not Generated,TOP,BULK,MANESAR-166 (WOVEN),SU26,16-02-2026,PC11100087,USD,11.55,88,89.1,1256,14506.8,0,1276598.4,14327.7,0,1,0,0,0,-4,14327.7,53,07-01-2026,8,15-01-2026,101.980198,0
AMERICAN EAGLE,ADITYA BIRLA FASHION & RETAIL,1248676,HEATHER GREY,Not Generated,AMERICAN EAGLE,2808,06-08-2025,KNITS,WOMEN,Not Generated,TOP,BULK,NOIDA - D-49-50 (KNITS),HO25,06-08-2025,AE10100005,INR,1547.29,1,85.1,129,199600.41,0,199600.41,2345.48,0,1,0,0,0,-198,2345.48,56,06-07-2025,6,12-07-2025,87.72277228,0
LANDS END,LANDS END EUROPE LIMITED,211196,7OS COMPASS-RED EM,4000017391,LANDS END,553967-REGULAR,18-08-2025,WOVEN,WOMEN,RGHR25103968,SHIRT,BULK,GURUGRAM-227 (WOVEN),FH25,18-08-2025,LE11100050,USD,7.1,86.9,86.9,577,4096.7,577,356003.23,4096.7,0,0,1,0,0,-186,4096.7,9,10-07-2025,6,16-07-2025,88.71287129,1
AMERICAN EAGLE,AEO MANAGEMENT CO.,1259760,401 BLUE,4000016733,AMERICAN EAGLE,6571,29-07-2025,WOVEN,WOMEN,RGHR25103507,TOP,BULK,MANESAR-7/4 (WOVEN),HO25,29-07-2025,AE11100008,USD,5.46,85.09,85.1,955,5214.3,997,443684.79,5213.69,0,1,1,1,0,-206,5213.69,22,05-07-2025,9,14-07-2025,69.10891089,1
OCEAN COAST,BELK,2690165,JELLY AQUA,Not Generated,BELK INTL.,43527SPK000002,31-01-2026,KNITS,KIDS,Not Generated,TEE,BULK,GURUGRAM-871 (KNITS),SP26,31-01-2026,BI10100218,USD,2.57,85.1,89.1,2888,7422.16,0,631625.82,7088.95,0,1,0,0,0,-20,7088.95,79,03-01-2026,22,25-01-2026,66.13861386,0
KHOL'S,KHOL'S CORPORATE OFFICE,TBA,SEATLLE NAVY,Not Generated,KHOL'S,WC6UK208,13-03-2026,KNITS,WOMEN,Not Generated,TOP,BULK,NOIDA - D-53-54 (KNITS),SP26,13-03-2026,KH10100001,USD,3.61,89.55,89.1,6670,24078.7,0,2156247.59,24200.31,0,0,0,0,0,21,24200.31,28,03-02-2026,20,23-02-2026,68.71287129,0
OUTLET,CHICOS RETAIL SERVICES INC.,4502229472,ALABASTER,4000021127,CHICO'S,202-25C133729,16-12-2025,KNITS,WOMEN,RGUP25102211,TOP,BULK,NOIDA - B-33-34 (KNITS),SP26,16-12-2025,CH10100052,USD,3.78,89.59,89.6,1200,4536,1200,406380.24,4535.49,0,1,1,1,0,-66,4535.49,77,17-11-2025,9,26-11-2025,88.91089109,1
J.JILL,JILL ACQUISITION LLC,3049514,WHITE,Not Generated,J.JILL,KTP291261 SU26,18-02-2026,KNITS,WOMEN,Not Generated,TANK,BULK,MANESAR-407 (KNITS),SU26,18-02-2026,JJ10100298,USD,5.6,87.8,89.1,2400,13440,0,1180032,13243.91,0,0,0,0,0,-2,13243.91,22,06-01-2026,23,29-01-2026,94.05940594,0
LANDS END,"LANDS END REEDSBURG, USA",204797,LT RASPBRRY SORBET,4000016698,LANDS END,554484-XR,26-07-2025,WOVEN,WOMEN,RGHR25103557,DRESS,BULK,MANESAR-181 (WOVEN),FH25,26-07-2025,LE11100024,USD,16.87,85.09,85.1,45,759.15,45,64596.07,759.06,0,0,1,0,0,-209,759.06,72,29-06-2025,4,03-07-2025,71.08910891,1
Unknown,PVH CORP.,4500621143,WHITE GREIGE,4000017120,PVH CORP,47E601G,06-08-2025,WOVEN,WOMEN,RGHR25103765,SKIRTS,BULK,MANESAR-166 (WOVEN),HO25,06-08-2025,PC11100026,USD,15.71,85.09,85.1,287,4508.77,292,383651.24,4508.24,0,0,1,0,0,-198,4508.24,45,24-06-2025,8,02-07-2025,87.72277228,1
CROWN & IVY,BELK,2690717,LIME DASH,4000021390,BELK INTL.,43627SPR000011,26-12-2025,KNITS,KIDS,RGHR25107113,SKORT,BULK,GURUGRAM-871 (KNITS),SP26,26-12-2025,BI10100241,USD,3.65,89.54,89.55,1272,4642.8,1272,415716.31,4642.28,0,0,1,0,0,-56,4642.28,86,16-11-2025,8,24-11-2025,86.93069307,1
CORE,TALBOTS IMPORT LLC.,6370543,BRIGHT PINK,4000020705,TALBOTS,261036043,05-12-2025,WOVEN,WOMEN,RGUP25102141,DRESS,BULK,NOIDA - B-14 (WOVEN),SP26,05-12-2025,TA11100134,USD,15.73,87.79,89.6,1278,20102.94,1278,1764837.1,19696.84,0,0,1,0,0,-77,19696.84,67,29-10-2025,8,06-11-2025,101.3861386,1
SLEEPWEAR,HANNA ANDERSON,32731,HPR-8482,4000016218,HANNA ANDERSSON,83642,18-07-2025,WOVEN,WOMEN,RGHR25103181,SHORTS,BULK,MANESAR-7/4 (WOVEN),HO25,18-07-2025,HA11100120,USD,5.8,84.5,85.1,594,3445.2,620,291119.4,3420.91,0,0,1,0,0,-217,3420.91,83,24-06-2025,5,29-06-2025,90.69306931,1
LOU & GREY,PREMIUM BRANDS OPCO LLC,5020028,C02_POPCORN,Not Generated,PREMIUM BRANDS,773779,06-03-2026,WOVEN,WOMEN,Not Generated,TOP,BULK,MANESAR-427 (WOVEN),SU26,06-03-2026,PB11100878,USD,6.5,89.6,89.1,1200,7800,0,698880,7843.77,0,0,0,0,0,14,7843.77,37,28-01-2026,6,03-02-2026,140,0
LUCKY BRAND,ASTRA CONNECT LLC,2LD3800,GOTHIC OLIVE,Not Generated,LUCKY BRAND DUNGAREE,164820,03-02-2026,WOVEN,MEN,Not Generated,SHIRT,BULK,MANESAR-166 (WOVEN),SU26,03-02-2026,LU11100028,USD,7.95,89.6,89.1,1468,11670.6,0,1045685.76,11736.09,0,1,0,0,0,-17,11736.09,69,01-01-2026,5,06-01-2026,73.26732673,0
CALVIN KLEIN,CALVIN KLEIN EUROPE BV,4500646432,ISLAND LILAC,4000018859,PVH CORP,4RF209G,17-10-2025,KNITS,MEN,RGUP25101779,POLO,BULK,NOIDA - D-49-50 (KNITS),SP26,17-10-2025,PC10100113,USD,8.93,87,87,1,8.93,1,776.91,8.93,0,1,1,1,0,-126,8.93,21,09-09-2025,6,15-09-2025,79.6039604,1
LOS,PREMIUM BRANDS OPCO LLC,5021026,SWEET DREAMS 8979,Not Generated,PREMIUM BRANDS,791923P,30-01-2026,KNITS,WOMEN,Not Generated,TOP,BULK,GURUGRAM-418 (KNITS),SU26,30-01-2026,PB10100542,USD,3.93,87.8,89.1,2770,10886.1,0,955799.58,10727.27,0,0,0,0,0,-21,10727.27,76,22-12-2025,16,07-01-2026,76.63366337,0
J.JILL,JILL ACQUISITION LLC,3048859,WHITE/VIBRANT BLUE,Not Generated,J.JILL,KTP349031 SU26,18-02-2026,KNITS,WOMEN,Not Generated,TEE,BULK,MANESAR-407 (KNITS),SU26,18-02-2026,JJ10100303,USD,7.22,87.8,89.1,2399,17320.78,0,1520764.48,17068.06,0,0,0,0,0,-2,17068.06,76,07-01-2026,16,23-01-2026,94.05940594,0
J.JILL,JILL ACQUISITION LLC,3046243,BLACK INK,4000017864,J.JILL,KTP232693 HO25,03-09-2025,KNITS,WOMEN,RGHR25104397,TOP,BULK,MANESAR-407 (KNITS),HO25,03-09-2025,JJ10100152,USD,6.39,86.2,86.2,203,1297.17,206,111816.05,1297.17,0,0,1,0,0,-170,1297.17,67,12-08-2025,8,20-08-2025,72.67326733,1
J.JILL,JILL ACQUISITION LLC,3048879,WHITE/WHITE,Not Generated,J.JILL,KTP346852,18-02-2026,KNITS,WOMEN,Not Generated,TOP,BULK,GURUGRAM-232 (KNITS),SU26,18-02-2026,JJ10100369,USD,10.66,87.8,89.1,307,3272.62,0,287336.04,3224.87,0,0,0,0,0,-2,3224.87,61,22-01-2026,6,28-01-2026,94.05940594,0
TODDLER BOYS T-88,MARKS AND SPENCER PLC,2012874147,CREAM MIX,4000018391,MARK & SPENCER,T88AA47/0068,12-10-2025,WOVEN,KIDS,RGHR25104805,SHIRT,BULK,MANESAR-181 (WOVEN),SP26,12-10-2025,MS11100319,USD,6.15,87.15,88,825,5073.75,831,442177.31,5024.74,0,0,1,0,0,-131,5024.74,16,12-09-2025,3,15-09-2025,62.77227723,1
J.JILL,JILL ACQUISITION LLC,3047097,BLACK,4000019430,J.JILL,KTP344021 WOMEN,12-11-2025,KNITS,WOMEN,RGHR25105613,TOP,BULK,MANESAR-407 (KNITS),WI26,12-11-2025,JJ10100192,USD,7.25,87,87.75,165,1196.25,165,104073.75,1186.03,0,1,1,1,0,-100,1186.03,17,01-10-2025,6,07-10-2025,73.06930693,1
SUPER DRY,DKH RETAIL LIMITED (SUPERDRY),1108053,BORDEAUX RED,4000017651,SUPER DRY,W2012259A,31-07-2025,KNITS,WOMEN,RGHR25104325,HOODY,BULK,MANESAR-407 (KNITS),AW25,31-07-2025,SU10100053,GBP,10.7,114.12,85.1,230,2461,230,280849.32,3300.23,0,0,1,0,0,-204,3300.23,86,05-07-2025,3,08-07-2025,64.95049505,1
BABIES T-78,MARKS AND SPENCER PLC,2012824057,CREAM,4000017102,MARK & SPENCER,2646D,14-09-2025,WOVEN,GIRLS,RGHR25103755,TIGHTS,BULK,MANESAR-7/4 (WOVEN),WI25,14-09-2025,MS11100219,USD,6.8,85.09,87.3,2978,20250.4,3036,1723106.54,19737.76,0,1,1,1,0,-159,19737.76,10,15-08-2025,24,08-09-2025,68.31683168,1
J.JILL,JILL ACQUISITION LLC,3046913,LT AZURE,4000019493,J.JILL,KTP334331,12-11-2025,KNITS,WOMEN,RGHR25105757,TOP,BULK,GURUGRAM-232 (KNITS),WI26,12-11-2025,JJ10100183,USD,9.54,87.75,87.75,839,8004.06,835,702356.27,8004.06,0,0,0,0,0,-100,8004.06,83,29-09-2025,5,04-10-2025,73.06930693,1
BEACHWEAR T-52,MARKS AND SPENCER RELIANCE,25-04535,WHITE MIX,Not Generated,MARK & SPENCER,8592,07-12-2025,WOVEN,WOMEN,Not Generated,TOP,BULK,MANESAR-7/4 (WOVEN),SP26,07-12-2025,MS11100340,INR,1266,1,89.6,949,1201434,0,1201434,13408.86,0,1,0,0,0,-75,13408.86,57,29-10-2025,9,07-11-2025,74.05940594,0
SUPER DRY,DKH RETAIL LTD,1110760,ECLIPSE NAVY,4000015807,SUPER DRY,M6010904A BUY5,02-07-2025,KNITS,MEN,RGHR25103066,TOP,BULK,MANESAR-407 (KNITS),AW25,02-07-2025,SU10100096,GBP,7.9,114.75,85.95,330,2607,330,299153.25,3480.55,0,0,1,0,0,-233,3480.55,65,20-05-2025,7,27-05-2025,83.56435644,1
CALVIN KLEIN,PVH BRANDS AUSTRALIA PTY LIMIT,7100018130,BLACK,4000018566,PVH CORP,4LF252G,13-10-2025,KNITS,MEN,RGUP25101706,TEE,BULK,NOIDA - D-49-50 (KNITS),SP26,13-10-2025,PC10100101,USD,6.25,88,88,1300,8125,1300,715000,8125,0,0,1,0,0,-130,8125,27,02-09-2025,9,11-09-2025,71.88118812,1
OCEAN COAST,BELK,2689778,FLIGHT GRAY,4000016597,BELK INTL.,43526YRH000005,24-07-2025,WOVEN,BOYS,RGHR25103461,SHORTS,BULK,MANESAR-427 (WOVEN),TR25,24-07-2025,BI11100213,USD,4.9,85.09,85.1,90,441,90,37524.69,440.95,0,0,1,0,0,-211,440.95,61,13-06-2025,8,21-06-2025,67.72277228,1
SWIM,TALBOTS IMPORT LLC.,6374924,TA WHITE,Not Generated,TALBOTS,261014630 SU26,06-02-2026,WOVEN,WOMEN,Not Generated,SHIRT,BULK,MANESAR-427 (WOVEN),SU26,06-02-2026,TA11100254,USD,40,87.75,89.1,700,28000,0,2457000,27575.76,0,0,0,0,0,-14,27575.76,62,07-01-2026,6,13-01-2026,134.6534653,0
OUTLET,CHICOS RETAIL SERVICES INC.,4502230488,VERDE FRESCO,Not Generated,CHICO'S,265-26C135316,27-01-2026,KNITS,WOMEN,Not Generated,SKIRTS,BULK,MANESAR-407 (KNITS),SP26,27-01-2026,CH10100067,USD,10.78,88,89.1,492,5303.76,0,466730.88,5238.28,0,0,0,0,0,-24,5238.28,25,27-12-2025,4,31-12-2025,69.30693069,0
OCEAN COAST,BELK,2690131,ORCA BLUE,4000019058,BELK INTL.,36527SP0000339,20-10-2025,KNITS,MEN,RGUP25101801,POLO,BULK,NOIDA - B-33-34 (KNITS),SP26,20-10-2025,BI10100181,USD,4.43,87,87,1500,6645,1500,578115,6645,0,1,1,1,0,-123,6645,50,21-09-2025,4,25-09-2025,89.30693069,1
MADEWELL,J.CREW OPERATING CORP.,4106503 PPK,WR1746 MIXED BOLD,Not Generated,J.CREW,NZ448/259900,05-02-2026,WOVEN,WOMEN,Not Generated,DRESS,BULK,GURUGRAM-227 (WOVEN),SP26,05-02-2026,JC11100611,USD,32.95,89.6,89.1,1600,52720,0,4723712,53015.85,0,1,0,0,0,-15,53015.85,88,27-12-2025,3,30-12-2025,119.009901,0
CROWN & IVY,BELK,2691083,WHITE FISH,Not Generated,BELK INTL.,72627SPR000020,08-02-2026,WOVEN,WOMEN,Not Generated,SKIRTS,BULK,BANGALORE - JIGANI (WOVEN),SU26,08-02-2026,BI11100445,USD,11.45,88,89.1,84,961.8,0,84638.4,949.93,0,1,0,0,0,-12,949.93,71,13-01-2026,6,19-01-2026,86.13861386,0
MADEWELL,J.CREW OPERATING CORP.,4107461,WR2483 TICKING,Not Generated,J.CREW,OA290-259651,26-02-2026,WOVEN,WOMEN,Not Generated,SKIRTS,BULK,GURUGRAM-215 (WOVEN),SU26,26-02-2026,JC11100780,USD,22.02,89.6,89.1,642,14136.84,0,1266660.86,14216.17,0,0,0,0,0,6,14216.17,78,20-01-2026,5,25-01-2026,81.58415842,0
J.JILL,JILL ACQUISITION LLC,3047196,WHITE,4000019431,J.JILL,KTP232691 WOMEN WIN26,12-11-2025,KNITS,WOMEN,RGHR25105614,TEE,BULK,MANESAR-407 (KNITS),WI26,12-11-2025,JJ10100215,USD,6.39,87,87.75,45,287.55,45,25016.85,285.09,0,0,1,0,0,-100,285.09,18,18-10-2025,3,21-10-2025,73.06930693,1
CALVIN KLEIN,PVH CORP.,4300148422,TOFU,4000019182,PVH CORP,4LF252G,10-11-2025,KNITS,MEN,RGUP25101846,TEE,BULK,NOIDA - D-49-50 (KNITS),SP26,10-11-2025,PC10100101,USD,6.3,87,87.75,229,1442.7,229,125514.9,1430.37,0,0,1,0,0,-102,1430.37,27,30-09-2025,3,03-10-2025,67.52475248,1
LUCKY BRAND,ASTRA CONNECT LLC,HAUTELOOK,WHITECAP GRAY,Not Generated,LUCKY BRAND DUNGAREE,166010,29-03-2026,WOVEN,WOMEN,Not Generated,SHORTS,BULK,MANESAR-166 (WOVEN),SU26,29-03-2026,LU11100031,USD,6.6,87,89.1,100,660,0,57420,644.44,0,0,0,0,0,37,644.44,76,20-02-2026,8,28-02-2026,68.31683168,0
CALVIN KLEIN,CALVIN KLEIN EUROPE BV,4500637250,TOFU,4000019688,PVH CORP,4LF214G,18-11-2025,KNITS,MEN,RGUP25101956,POLO,BULK,NOIDA - D-49-50 (KNITS),SP26,18-11-2025,PC10100129,USD,8.58,87.75,87.75,2616,22445.28,2616,1969573.32,22445.28,0,1,1,1,0,-94,22445.28,63,27-10-2025,19,15-11-2025,81.38613861,1
CROWN & IVY,BELK,2691107,BLUE GINGHAM,Not Generated,BELK INTL.,72627SPK000073,13-02-2026,KNITS,WOMEN,Not Generated,TEE,BULK,GURUGRAM-871 (KNITS),SU26,13-02-2026,BI10100250,USD,4.12,88,89.1,3718,15318.16,0,1347998.08,15129.05,0,0,0,0,0,-7,15129.05,28,19-01-2026,16,04-02-2026,77.42574257,0
PURE JILL,NEWTIMES MACAO COMMERCIAL OFFS,3047262,CRYSTAL LAKE WASH,4000019498,J.JILL,WTP343151 W,12-11-2025,WOVEN,WOMEN,RGHR25106004,TOP,BULK,GURUGRAM-215 (WOVEN),SP26,12-11-2025,JJ11100076,USD,16.24,87.75,87.75,48,779.52,48,68402.88,779.52,0,1,1,1,0,-100,779.52,45,23-10-2025,8,31-10-2025,73.06930693,1
CORE,NEWTIMES MACAO COMMERCIAL OFFS,3048825,TRUE NAVY,Not Generated,J.JILL,WDR347551 W,18-02-2026,WOVEN,WOMEN,Not Generated,DRESS,BULK,GURUGRAM-215 (WOVEN),SU26,18-02-2026,JJ11100156,USD,21.4,87.8,89.1,184,3937.6,0,345721.28,3880.15,0,0,0,0,0,-2,3880.15,12,16-01-2026,3,19-01-2026,94.05940594,0
WOMENS OUTLET,J.CREW OPERATING CORP,6133934,WZ7688,4000021340,J.CREW,CT156/254842-SP26,18-12-2025,WOVEN,WOMEN,RGHR25107063,DRESS,BULK,MANESAR-181 (WOVEN),SP26,18-12-2025,JC11100320,USD,16.13,89.59,89.6,254,4097.02,255,367052.02,4096.56,0,0,1,0,0,-64,4096.56,66,26-11-2025,7,03-12-2025,80,1
COLLECTION T-41,MARKS AND SPENCER PLC,2012942880,RED MIX,4000022237,MARK & SPENCER,7113W,18-01-2026,WOVEN,WOMENS,RGHR25107731,SHIRT,BULK,MANESAR-166 (WOVEN),SP26,18-01-2026,MS11100616,USD,9.4,89.09,89.1,1055,9917,1055,883505.53,9915.89,0,0,1,0,0,-33,9915.89,5,11-12-2025,5,16-12-2025,83.56435644,1
MADEWELL,J.CREW OPERATING CORP.,296403,WR2495 CONTRAST,Not Generated,J.CREW,OA587/255708,19-02-2026,WOVEN,WOMEN,Not Generated,TOP,BULK,GURUGRAM-294 (WOVEN),SU26,19-02-2026,JC11100645,USD,13.95,87,89.1,1200,16740,0,1456380,16345.45,0,0,0,0,0,-1,16345.45,32,27-01-2026,4,31-01-2026,89.5049505,0
TOMMY BAHAMA SPORSTWEAR,TOMMY BAHAMA GLOBAL SOURCING,684273 B,CYBER LIGHT,Not Generated,TOMMY BAHAMA,261-SW622691,18-02-2026,KNITS,WOMEN,Not Generated,DRESS,BULK,GURUGRAM-232 (KNITS),SP26,18-02-2026,TB10100036,USD,14.99,87.15,89.1,2191,32843.09,0,2862275.29,32124.3,0,0,0,0,0,-2,32124.3,76,28-01-2026,16,13-02-2026,94.05940594,0
FRONTLINE,CHICOS RETAIL SERVICES INC.,4502227659 PPK,HOT HONEY SUCKLE,4000021941,CHICO'S,041-26C135089,12-12-2025,WOVEN,WOMEN,RGHR25107495,BOTTOM,BULK,MANESAR-7/4 (WOVEN),SP26,12-12-2025,CH11100008,USD,16.19,89.54,89.6,3325,53831.75,3325,4820094.9,53795.7,0,0,1,0,0,-70,53795.7,17,31-10-2025,23,23-11-2025,77.02970297,1
T25- MENS CASUAL SHIRTS,MARKS AND SPENCER RELIANCE,IN,OLIVE,Not Generated,MARK & SPENCER,2574M,01-01-2026,WOVEN,MEN,Not Generated,SHIRT,BULK,NOIDA - B-14 (WOVEN),SP26,01-01-2026,MS11100397,INR,895,1,89.55,1400,1253000,0,1253000,13992.18,0,1,0,0,0,-50,13992.18,20,29-11-2025,4,03-12-2025,81.38613861,0
WOMENS RETAIL,J.CREW OPERATING CORP,1804031,RD5956 VIBRANT,Not Generated,J.CREW,CL086/237263-SU26,26-02-2026,WOVEN,WOMEN,Not Generated,DRESS,BULK,GURUGRAM-294 (WOVEN),SU26,26-02-2026,JC11100751,USD,27.63,87.8,89.1,151,4172.13,0,366313.01,4111.26,0,1,0,0,0,6,4111.26,66,01-02-2026,6,07-02-2026,81.58415842,0
QUINCE,LAST BRAND INC. (QUINCE),29872,PUPPIES,4000020283,LAST BRAND INC.,KUK40001TF HOL25,15-11-2025,KNITS,KIDS,RGUP25102092,TOP,BULK,NOIDA - D-53-54 (KNITS),HO25,15-11-2025,LI10100042,USD,0.24,87.79,87.75,266,63.84,266,5604.51,63.87,0,1,1,1,0,-97,63.87,39,18-10-2025,3,21-10-2025,79.6039604,1
BEACHWEAR T-52,MARKS AND SPENCER PLC,2031119888,PEAT,4000019503,MARK & SPENCER,2556,16-11-2025,WOVEN,WOMEN,RGHR25105662,SHIRT,BULK,MANESAR-166 (WOVEN),SP26,16-11-2025,MS11100347,USD,6.65,87.75,87.75,230,1529.5,230,134213.63,1529.5,0,0,1,0,0,-96,1529.5,72,13-10-2025,3,16-10-2025,66.93069307,1
WOMENS RETAIL,J.CREW OPERATING CORP,2771563,YD9747 CLAUDY,Not Generated,J.CREW,CP955/241368-SP26,08-02-2026,WOVEN,WOMEN,Not Generated,PANTS,BULK,GURUGRAM-215 (WOVEN),SP26,08-02-2026,JC11100767,USD,25.54,87.75,89.1,310,7917.4,0,694751.85,7797.44,0,0,0,0,0,-12,7797.44,13,28-12-2025,8,05-01-2026,86.13861386,0
CALVIN KLEIN,PVH CORP.,4300145997,BLACK,4000020182,PVH CORP,40AC805 SP26,01-12-2025,KNITS,MEN,RGUP25102078,POLO,BULK,NOIDA - D-49-50 (KNITS),SP26,01-12-2025,PC10100115,USD,4.55,87.79,87.8,3600,16380,3600,1438000.2,16378.13,0,0,1,0,0,-81,16378.13,56,07-11-2025,22,29-11-2025,82.57425743,1
OLDER GIRLS T-74,MARKS AND SPENCER RELIANCE,MSI India-ECRU,ECRU MIX,Not Generated,MARK & SPENCER,4718E,22-02-2026,WOVEN,KIDS,Not Generated,ROMPER,BULK,MANESAR-181 (WOVEN),SU26,22-02-2026,MS11100648,INR,435,1,89.1,251,109185,0,109185,1225.42,0,1,0,0,0,2,1225.42,84,17-01-2026,9,26-01-2026,107.5247525,0
CASUAL DRESSES T-42,MARKS AND SPENCER PLC,TBC -UK 1,YELLOW MIX,Not Generated,MARK & SPENCER,8133W-PET,22-03-2026,WOVEN,WOMENS,Not Generated,DRESS,BULK,MANESAR-181 (WOVEN),SU26,22-03-2026,MS11100737,USD,13.5,87.75,89.1,711,9598.5,0,842268.38,9453.07,0,0,0,0,0,30,9453.07,17,23-02-2026,9,04-03-2026,72.27722772,0
OUTLET,CHICOS RETAIL SERVICES INC.,4502231986,MANDARIN GLOW,Not Generated,CHICO'S,202-25C133729-SUM26,10-03-2026,KNITS,WOMEN,Not Generated,TOP,BULK,NOIDA - B-33-34 (KNITS),SU26,10-03-2026,CH10100086,USD,3.39,87.8,89.1,1103,3739.17,0,328299.13,3684.61,0,1,0,0,0,18,3684.61,48,28-01-2026,8,05-02-2026,67.52475248,0
